X1,X2
2.2,28.0
2.3,27.0
2.6,21.5
3.6,31.0
2.7,25.0
3.0,26.0
2.2,28.0
2.8,27.0
3.5,18.5
2.7,22.0
3.5,29.0
2.3,29.0
3.3,24.0
3.3841345365053423,33.000000000000085
3.4999999999999956,33.99999999999996
2.0,40.0
2.5,25.5
2.8,22.0
2.7,23.0
2.3,34.0
2.2840093603744225,30.239859594383663
2.7,32.0
2.8,24.0
2.3,26.0
2.5,30.0
2.4,30.0
2.9,25.0
2.5,27.0
2.1,32.0
2.8,28.0
3.3,22.0
3.0,32.0
3.1,31.0
2.5,32.0
2.6,25.5
2.8,32.0
2.5,27.0
3.0,19.0
2.8,26.0
2.3,27.7
2.0,31.5
2.7,27.0
2.3,26.0
2.5,27.0
2.9,22.0
2.6,28.0
2.6,29.0
3.1,32.0
2.9,22.0
2.6,21.5
2.8,20.0
2.3,28.73166926677079
2.1,30.0
2.7,27.0
2.4,26.0
2.8,26.5
3.2525741029641178,20.0
3.4579327317473343,35.92988788624555
3.0,25.0
2.6,31.0
2.4,29.0
2.2,31.5
2.3,39.0
2.5,28.5
2.1,31.0
2.3,27.7
2.4,28.0
2.6,21.5
2.8,22.5
2.1,29.0
2.4,29.0
2.5,33.0
2.5,26.0
2.4,32.0
2.1,23.5
2.1474258970358804,35.0
3.0,33.0
2.6,23.5
2.6,29.0
2.6,26.0
2.2,28.0
3.1,24.0
2.3,33.0
2.3,27.262870514820616
2.9,21.0
3.3,30.0
2.2,29.0
2.9,23.5
2.8,29.0
2.6,25.0
3.2,24.0
3.1,23.0
2.7,22.5
2.6,26.0
2.6,22.0
2.5,25.5
2.6,26.52574102964123
2.1,28.0
3.3,34.0
2.9,36.0
2.9,42.0
3.5,32.0
3.0,42.0
2.9,30.0
2.4,40.0
3.6,29.0
4.0,27.0
3.5,34.0
3.4,39.0
3.5,30.0
3.3,32.5
3.2,38.0
3.1,35.0
3.3,31.0
2.7,36.0
3.4,39.0
3.4,39.0
2.9,38.0
2.6,35.0
3.7,29.0
4.0,23.0
3.3,29.0
3.7,32.5
2.9,35.0
3.1,39.0
3.7,39.0
2.7,33.0
3.440946130708233,44.000000000000014
3.0,26.0
3.3,33.0
3.1,35.0
2.9,37.0
3.6,29.5
2.5,37.0
3.2,34.0
3.0,35.0
3.5,37.0
2.5,42.0
3.5,42.0
3.2,37.0
3.6,26.0
3.6,32.0
2.9,40.0
3.2,33.0
3.0,40.5
3.0,41.051482059282385
3.4,37.0
3.5,40.0
3.5,42.0
3.3000000000000007,46.350943396226434
3.3,29.5
3.5,31.0
2.9,33.0
3.5,37.0
2.9,38.0
2.7,41.0
3.8,30.0
3.0,35.0
3.2,39.0
3.1,46.0
2.8,42.0
3.4,39.0
2.3,32.0
3.0,33.0
3.1,34.0
3.673437243642331,39.00000000000002
3.0,35.0
2.8,37.0
3.4,38.0
3.500000000000001,45.000000000000014
3.1,35.0
2.94742589703588,35.26287051482059
3.1,27.0
2.9,28.0
2.878315132605323,27.0
2.3,27.0
3.1,26.0
2.6,26.0
2.8999999999999995,26.0
2.3,26.0
3.7,18.0
3.0,31.0
2.6,29.788611544461794
2.5,21.0
2.9,24.0
2.8,29.0
2.853666146645838,26.73166926677081
3.1,22.0
2.5,34.0
3.7,22.0
2.5,23.0
2.9,31.0
3.1531201248049827,26.46879875195017
2.7,29.0
2.7,28.0
3.6,27.5
3.2,32.0
2.7,28.0
2.7,28.0
2.9,29.0
2.6,30.0
3.0,33.0
3.0,28.0
3.3,31.0
2.9,27.0
2.8,29.0
3.3,25.0
3.0,28.0
3.5,24.0
3.1,28.0
3.1,21.0
3.2,28.0
2.5,35.0
2.6,28.5
3.1,25.5
2.6,29.0
3.0929887886245573,34.71955154498225
2.6,24.7
2.3,28.0
2.4,32.0
2.8,26.0
2.8,24.0
2.7,28.0
2.7,34.0
3.6,23.5
2.8,30.0
3.08117035821712,32.17528028438613
3.3,23.5
2.6,32.5
3.1,26.0
2.3,34.0
3.2891575663026624,19.000000000000004
3.3,24.0
2.9,30.0
2.7,32.0
3.1,28.0
2.3,23.0
2.7,30.0
3.1,28.0
2.8,26.0
2.7,28.0
2.6,24.0
2.9,31.0
2.9,29.0
2.9,26.0
2.7,29.5
3.0,22.5
3.3,24.0
3.4,39.0
2.6,34.0
3.5,27.0
2.8,26.0
3.4,29.0
3.4,35.0
2.4,24.0
2.5,20.0
3.2996609242548436,36.78966365873669
2.8,32.0
3.2,35.0
3.5,21.0
2.5,30.0
2.9,29.0
2.7,28.0
2.4,31.0
2.7,30.0
2.5,34.5
2.8,23.0
2.1,28.5
2.8,23.0
2.6,24.0
2.5,32.0
2.4,35.0
2.6,22.0
3.1,28.0
3.3,27.0
2.7,28.0
2.7,29.5
2.5,29.0
3.2,22.0
2.63910308996445,32.351359037462366
2.8,42.0
2.2,40.0
3.5,26.0
2.5,27.0
2.1,15.0
3.2,26.5
2.3,40.0
2.6,29.0
3.2,24.0
3.3,22.5
2.5,28.5
2.7,27.0
3.0,23.0
3.3,31.0
2.7,23.0
2.4,28.0
3.3,25.0
2.7,28.0
2.9,36.0
2.6,25.0
2.9,22.0
1.9,31.5
2.6,31.0
2.6,32.0
2.9,25.0
3.4,30.0
2.7,31.0
3.4,23.0
2.6,28.0
3.5,24.0
3.4,19.0
2.5,29.0
3.0,22.5
2.5,26.0
2.3,32.0
2.5,29.0
2.5,26.0
3.7,22.0
2.3,21.0
3.2,38.0
2.4,26.0
3.1262870514820595,39.0
2.6,32.0
3.2,32.0
2.7,31.0
3.3,22.0
2.4,30.0
3.5,30.0
2.6,26.0
2.7,30.0
3.3,24.0
2.8,26.0
2.8,30.0
2.8,29.0
3.6,25.0
3.6262870514820618,17.0
2.7412636505465633,25.288845553825944
2.7,29.0
2.6,26.0
2.8,30.0
2.7,28.0
2.8,27.0
2.8,31.0
3.5,28.0
2.8,26.0
2.4,37.0
2.9,27.0
2.5,38.0
3.0,26.0
2.6,18.0
2.6,31.5
2.9,29.0
2.885977577249112,37.33573967733117
2.8051482059282407,29.525741029641203
3.5,22.0
2.5,30.0
2.7,29.5
3.1,26.0
3.2,23.0
2.6,34.5
3.1,29.0
2.8,35.0
2.5,28.0
2.7,28.0
2.8,28.0
3.1,28.0
3.3,27.0
3.2,28.0
3.1,20.0
2.8,31.0
3.0,30.0
3.3,24.0
2.8,23.0
2.4,33.0
2.5,30.0
2.6,31.0
2.5,31.0
2.4,35.0
3.1,28.0
2.8,24.0
2.8,29.0
2.6,33.0
3.3,25.0
3.4,23.5
2.7,30.0
2.7,28.0
3.1,26.0
2.9,26.0
2.8,24.0
2.4,31.0
3.0472354388827347,19.249800382816435
3.3,24.0
3.0,27.0
3.0,24.0
3.0,22.5
2.5,33.0
2.4,32.0
3.6,24.0
2.9,27.0
2.8756412359857824,34.92988788624558
2.8,18.0
3.3,24.0
2.8,20.5
3.3,28.0
3.5,27.0
2.6,29.5
2.8,30.0
2.7,24.0
3.0,31.0
2.9,29.0
2.7,30.0
2.8,34.0
2.9,22.0
2.2,37.0
3.1,26.0
2.4205928237129646,21.602964118564824
3.7,22.0
3.2,29.0
2.2474258970358796,30.000000000000004
2.984009360374419,30.840093603744187
3.1,31.0
2.2,25.5
3.1,31.0
2.9,22.0
3.5,22.0
3.3,23.5
3.1,28.0
3.2,21.0
2.6,25.0
2.9,28.0
2.8,29.0
3.2,20.0
2.6,30.0
2.3,28.0
2.7,30.0
2.7,28.0
2.2,31.0
2.9,29.0
2.3,35.0
2.5,22.0
2.4,33.0
2.6,26.0
2.5,29.0
2.2,24.0
2.9,26.5
2.6,36.0
3.1,23.0
2.6525741029641203,28.0
2.3603609515996307,33.000000000000014
2.4,35.0
3.2631009023790014,34.00000000000002
2.82628705148206,27.131435257410303
2.8,24.0
3.0,29.0
2.8,27.0
3.1,22.0
2.6,27.0
2.9,23.0
3.2,27.0
3.0,32.0
3.3,24.0
2.4,36.0
3.1,25.0
2.7,29.0
2.9,32.0
2.6,33.0
3.1,25.7
2.8,26.0
2.8,23.0
3.5,24.0
2.9,25.0
2.7,29.5
3.2,19.0
3.0,26.0
2.4,20.0
2.9,26.0
3.5,24.0
3.0509215203718956,31.00000000000006
2.7,28.0
2.4,20.7
3.3,29.0
2.7,27.0
2.6,31.5
3.0,22.5
2.9,30.0
2.7,34.0
3.1,31.0
3.4210336341263305,31.10516817063164
2.7,28.0
2.9,25.0
3.6,26.0
2.5,20.5
2.726287051482058,25.0
2.9,34.0
3.6,24.0
3.6,31.0
3.0,24.0
2.9,25.0
2.4,20.3
3.1,29.0
2.4,34.0
2.672316106097897,28.00000000000002
2.7,22.0
3.0,27.7
3.2,28.0
2.5,27.0
2.9,26.0
2.7,23.0
2.7,30.0
2.7,31.0
2.9,26.5
2.892988788624557,38.31550451189502
2.7,23.0
2.7,29.0
3.0,24.5
3.0,27.0
2.5,29.0
2.7,24.0
2.9,25.0
2.5,26.056942277691054
2.5,28.0
2.7,27.0
2.6,22.0
3.2000000000000015,34.89483182936834
3.0649439431227834,31.162264150943454
2.3,34.0
3.0,24.0
3.1,23.5
2.6,29.0
3.4,22.5
3.0,25.0
2.6,26.0
2.9,27.0
2.7,25.0
3.3,25.0
2.6210336341263316,36.298878862455545
2.7,25.0
3.7,25.0
3.726201804757997,29.06085862729012
3.0,23.0
2.9948318293683394,37.18449548810506
2.8,24.0
3.5,22.0
3.1719551544982267,30.233573967733147
3.1,26.0
2.7,30.0
2.8,27.0
3.214022422750891,32.10516817063169
2.5,33.0
2.9,24.5
2.5,26.0
3.066863549357396,32.000000000000036
3.576762373530219,34.00000000000003
3.1,28.0
2.6,29.5
2.6,27.0
2.6,29.0
2.5,25.0
2.6,27.0
2.8,39.0
2.6,27.0
3.0,29.0
2.8,31.0
3.0,26.0
2.5,29.0
3.9,38.0
2.2,39.0
2.7,28.0
3.1,23.5
2.9,26.0
2.6,32.0
2.6,26.0
3.4,23.0
2.8,25.5
3.626287051482059,25.0
2.6,30.0
3.3,25.0
2.7,28.0
3.0,28.0
2.6,31.0
2.8,28.0
3.3,27.0
2.6,35.0
2.4,25.0
2.7,28.0
2.3,34.0
2.5,30.0
3.4,24.0
3.2,24.0
3.0,26.5
2.8,29.5
2.6,30.0
2.4,27.5
2.6737129485179403,28.999999999999996
3.1,25.0
2.5,34.0
2.9,26.0
2.8,23.0
3.5,27.0
2.5,32.0
2.7,26.0
3.0,28.0
2.6,26.737129485179377
3.2,23.0
3.4,27.0
3.4,29.0
2.5,27.0
3.3696308449548504,37.556084222039615
3.0929887886245586,34.00000000000003
3.1368990976210025,41.59595296691279
2.6,24.0
2.5,30.0
2.4,25.0
2.8521192234071635,32.140224227508924
1.912179382007111,36.38922614164619
3.3,26.0
2.9,27.5
2.1,32.5
2.8,24.0
3.1351271534043974,34.000000000000064
3.057932731747334,31.000000000000007
3.6029258955427976,31.070112113754462
3.285977577249112,34.00000000000001
2.4,27.5
3.3,25.0
3.549078479628118,30.15546076018601
2.7,24.0
2.4,29.0
2.3054908394859206,37.65304894722455
3.1280448455017797,39.00000000000004
3.507011211375451,35.82471971561396
3.514022422750889,29.03245283018869
2.5,37.0
2.9,22.0
3.3,24.0
2.5,25.0
2.5,25.0
2.6,26.0
3.900000000000001,34.90885425211924
3.3,25.0
2.168564742589698,31.34282371294849
2.8,28.0
3.6,26.0
3.3,24.0
2.3,33.0
2.9,25.0
2.6,23.5
3.6000000000000023,36.605168170631686
2.4,28.0
3.391506699480454,36.70872299699211
3.1893027071369993,31.070112113754462
3.300000000000003,34.00000000000003
2.7,22.0
2.2,29.0
3.5,22.0
2.2,21.0
3.0,28.0
2.6,34.0
3.3,27.0
2.2,32.0
2.9,30.0
2.9,27.5
2.5836973478916443,20.116302652108356
3.3,24.0
2.9,16.0
2.7,24.0
2.4,27.5
2.6,25.0
2.6,27.0
3.3,26.0
2.4,25.0
2.9,23.0
2.4,32.0
3.2,32.0
3.1,21.0
2.1,23.69539781591562
2.4,28.0
3.3,23.5
3.298878862455566,38.33989608969108
2.5,25.0
3.0,26.0
2.6,31.0
3.3,22.5
2.6,25.0
3.000000000000004,34.96494394312282
2.6,26.0
3.2,27.0
2.5,30.0
2.7,28.0
3.3,24.0
3.000000000000004,35.455728739403924
3.4638063986874434,39.00000000000002
2.7,28.0
2.9,28.0
2.9,27.5
3.194851794071763,25.0
2.8859775772491125,35.85977577249113
3.0,25.5
2.8,24.0
2.8,32.0
2.9,24.984555382215266
2.5,30.0
2.5,30.0
2.6,29.0
2.6,29.0
2.6,30.0
2.8,25.0
3.54206726825267,32.000000000000036
2.9,24.7
2.9,23.5
3.5,21.0
3.0789663658736646,33.999999999999964
2.7,25.0
3.3,29.5
2.9,26.0
3.429887886245561,34.000000000000036
2.9,27.0
2.5,27.0
2.6,28.0
2.3,28.0
2.5,29.0
2.4262870514820607,33.0
2.5525741029641202,29.0
2.6,27.0
2.4,28.0
2.9,28.0
2.7,29.5
2.8,22.0
2.9,29.0
2.7,26.0
3.5,22.0
2.6,30.0
3.5,26.0
2.6,24.0
3.10460218408737,24.0
3.3,25.0
2.4,32.0
2.7,28.0
2.7,32.0
2.3999999999999995,29.0
2.6,31.0
2.4,27.5
2.5,32.0
3.0,28.0
3.2,27.0
2.8,31.0
3.5,25.0
2.8,32.0
3.3,27.0
2.8,35.0
2.4,32.0
2.4,27.5
3.0,29.0
2.2,40.0
3.1,24.0
2.5,32.0
2.6,26.0
2.1,32.0
2.6,34.0
3.3,28.0
2.6,27.0
2.7,36.0
2.4,35.0
2.6,32.0
3.2,33.0
2.7,33.0
3.0,31.0
3.1,29.0
3.3,28.0
3.1,33.0
2.2,37.0
2.40327613104514,29.0327613104514
2.5,33.0
2.834243369734587,30.342433697345868
2.3,34.788611544461794
3.4,23.0
2.7,31.0
3.1,31.0
2.7,34.0
3.7,33.0
2.6,31.0
2.4,41.0
2.121138845553821,37.0
3.0,32.0
2.5,27.0
2.6,25.5
2.0,31.0
2.6,36.0
3.2,32.0
2.6671479354662306,43.00000000000003
3.5,31.0
2.3,33.0
2.5,35.0
2.3,37.0
2.7,23.0
2.8,31.0
3.0,32.0
2.5,35.0
2.5262870514820595,41.7371294851794
3.2,36.0
3.2,31.5
3.0,31.0
3.4,23.0
2.8,32.0
2.7,34.0
2.2,37.0
2.7,28.0
2.5,33.0
2.4,31.0
2.7,33.0
2.7,22.0
3.1,28.0
3.3,25.0
3.0,30.0
2.4,25.0
2.4,25.0
2.7,20.0
2.2,21.0
3.3,22.0
3.3422776911076433,21.0
2.7,28.0
2.8,25.0
2.5,21.0
3.3,19.0
2.6,24.0
2.5,24.0
2.3,21.0
2.6,26.0
2.8,24.0
2.1,23.0
2.4,29.0
2.6,23.0
2.6,24.7
3.2,21.0
2.1,23.0
2.7,27.0
2.6,31.0
2.8,22.0
2.4,22.3
2.3,24.7
3.1,21.0
2.6,30.0
2.4,28.0
2.7,28.0
2.0,31.5
2.7,23.5
2.1,29.0
2.175641235985782,43.00000000000004
2.8999999999999995,21.0
2.1,28.5
2.4,25.0
2.3,23.0
3.6,17.5
2.7,20.0
2.9,21.0
2.5,25.0
2.6,21.0
2.3,33.0
3.173712948517937,23.0
2.4737129485179414,26.0
2.6,28.5
2.4,25.0
2.4,27.5
2.4,24.0
2.3,24.7
2.6,24.0
2.6,19.5
2.4,25.0
2.7,29.0
2.4,25.0
2.1,21.0
2.4,32.0
2.4,27.7
2.7,23.5
2.6,21.5
2.4,23.0
2.6,27.0
3.6,26.0
2.9,22.0
2.6,22.0
2.7,20.0
2.7,28.0
2.4,28.0
2.2,36.0
2.3,23.0
2.6,20.0
2.6,30.0
3.3,24.0
2.6,21.0
2.5,32.0
2.3,25.0
2.9,18.0
2.6,23.5
2.4,28.5
2.1,21.0
2.4,24.0
2.4,25.0
2.5,32.0
2.6,21.0
2.4,20.3
2.7,23.0
2.6,25.0
2.1,29.0
2.5,24.0
2.3,27.0
2.9,28.0
3.3,19.0
2.9,21.0
3.5,22.0
2.7,23.0
2.5,20.5
2.226833073322924,29.0
2.2,21.0
2.4,27.0
2.1,32.0
2.8,22.0
2.6,26.0
2.5,21.0
2.5,25.5
2.8,24.0
3.3,24.0
2.8,24.0
2.1,28.0
3.0,30.5
2.9,27.0
2.2,31.0
2.6,26.0
2.3,26.0
3.5,18.0
3.1,21.0
2.9,25.0
2.6,23.5
3.1,24.0
3.2,20.5
2.5,28.0
2.6,24.0
2.9,26.0
2.3,30.0
2.5,29.0
2.8,25.7
2.7,25.0
2.5,25.0
3.4,25.5
2.7,31.0
3.0,30.0
3.4,27.0
2.9,29.0
3.3,24.0
2.5,22.5
2.9,25.0
2.6,25.0
2.9,27.0
3.6,21.7
2.8,23.0
2.8,27.0
3.1210336341263334,39.00000000000001
2.4319812792511497,26.0
2.3262870514820575,23.262870514820577
2.6,28.5
3.2,27.0
2.6,20.0
2.4,32.0
2.6,22.5
2.5,25.0
3.5,42.0
3.063100902379004,36.175280284386155
2.6,32.5
2.9,29.0
2.5,29.0
2.5,29.0
2.8999999999999995,21.0
3.1,26.0
3.4,24.0
2.6,25.0
3.1,28.0
2.3,29.5
2.3,37.0
2.5,29.0
2.9,21.0
2.6,29.0
3.0,28.0
3.430889235569434,27.691107644305664
3.1,28.0
2.8,22.5
2.3999999999999995,27.569890795631956
2.8,25.0
2.6,23.0
3.3,17.0
3.1,24.0
2.2,31.0
2.0,31.5
2.7,29.0
2.6,23.0
2.6,22.0
1.8,31.0
2.5,32.0
2.3,34.0
3.1,28.0
2.2,36.0
3.4,20.0
3.6,24.0
2.8,20.0
3.3,17.0
2.7,25.0
3.5,23.0
2.7,22.0
2.9,26.0
2.5,27.0
2.409204368174772,22.364430577223406
3.2,34.0
3.3,23.0
3.1,28.0
2.5,25.0
3.3,25.0
3.1143997812414645,37.49078479628109
2.5,29.0
2.4,32.0
2.9,29.0
2.7,23.0
3.4,29.0
3.0,25.0
2.2,29.0
2.5,31.0
2.4,28.0
3.099999999999997,30.11438337435054
2.485647425897799,20.0
3.3,27.0
3.3,31.0
2.7,23.0
2.6,29.0
2.4,32.0
2.6,24.7
2.968018720748845,22.659906396255774
3.3,24.0
2.6,24.0
2.9,22.5
3.0,28.0
2.1,29.0
2.9,26.0
2.5,31.0
3.0268330733244975,16.0
3.5,35.0
3.9,24.0
2.7,25.0
2.8,25.0
3.1,25.0
3.5,23.0
3.4,23.5
2.8,26.0
2.6,30.0
3.5,32.0
2.6,30.0
3.1,23.0
3.5999999999999996,30.0
3.1,21.0
3.2,21.0
3.1,32.0
3.7,32.5
2.5,33.0
2.7,28.0
2.6,30.0
2.9,36.0
3.0,33.0
2.7,29.0
3.0,23.5
3.5,25.0
3.1,23.5
3.4,25.5
3.2,31.5
2.2,31.0
2.4,37.0
3.4,22.5
3.4,23.5
3.3,25.0
3.3,25.0
3.600000000000003,39.00000000000003
2.874258970358798,27.25741029641202
2.9,20.5
3.1,24.0
3.3,24.0
3.0,22.5
2.9,23.5
3.3,28.737129485179402
3.4,23.5
3.0,26.0
2.4,30.0
2.8,25.5
3.9,28.0
3.1,28.0
3.6,31.0
2.7,29.0
2.9,23.0
2.7,28.0
2.8,26.0
3.0,24.5
3.0,26.5
3.3,29.5
3.1,28.0
2.1,26.0
2.4,32.0
3.9,28.0
3.5,33.0
2.4,30.0
2.4,35.0
2.9,24.5
3.5,23.3
3.6,23.5
2.1,25.0
2.8,26.0
3.1,21.0
2.6241809672392686,25.0
2.3,27.0
3.0,26.5
3.3,25.0
3.2,23.0
2.6,24.7
3.2,23.0
4.0,27.0
3.7,24.0
2.3,35.0
3.0,28.5
3.3,32.0
3.1,26.0
3.9,31.0
3.6,31.000000000000004
2.8,23.0
2.5,26.0
2.6,23.0
2.5,26.0
2.6,21.5
2.8,23.0
2.6,23.0
2.0,24.0
2.7,22.0
2.7,28.0
2.6,22.0
2.0,24.0
2.3,27.0
2.5,28.0
2.7,25.0
2.7,28.0
3.3,17.0
2.2,34.0
2.9,18.0
2.1,29.0
3.1,20.0
3.6,31.0
3.1,23.5
2.1,28.5
2.9,26.0
2.8,18.0
2.6,21.0
3.1,25.0
2.9,27.0
3.1,16.0
2.1,29.0
2.7,33.0
2.6,23.0
2.1,29.0
2.8,25.0
2.4,27.5
2.4,20.0
2.6,29.5
2.3,23.0
2.3,21.0
2.3,25.0
2.5,25.0
2.3,26.0
3.0,22.0
2.3,25.0
2.6,29.0
2.8,27.0
2.3,30.0
2.6,32.0
3.4,23.0
2.3,26.0
2.1,23.0
2.9,26.0
3.415990639625581,18.78861154446181
3.7,28.0
2.7,31.0
2.4,25.0
2.2,34.0
2.5,27.0
2.5,28.0
2.7,25.0
3.0,11.0
2.1,29.0
2.9,26.5
2.4,25.0
2.5,17.0
2.2,31.0
3.3,28.0
3.3,24.0
2.6,21.0
2.8,28.0
2.2,24.0
2.2,31.0
2.3,33.0
2.9,26.5
3.0,19.0
2.0,21.0
3.7,17.0
3.3,26.0
2.9,28.0
2.505148205928239,34.974258970358804
2.1,32.0
2.5,32.0
3.0,23.7
3.1,33.0
3.1,23.0
2.8,27.0
2.4,28.3
3.1,32.0
3.4,30.0
2.3737981952419993,33.999999999999964
2.2,28.0
2.3,30.0
3.2,21.0
2.6,22.0
2.5,24.0
2.8,29.0
3.0,30.0
3.0,26.5
2.5,27.0
3.4,23.0
2.7,31.0
3.2,32.0
2.5,26.26287051482058
2.294851794071758,26.025741029641207
2.306240249609946,31.531201248049726
3.4,29.0
3.7,34.0
2.1,32.0
2.5,29.0
2.7,28.0
2.6,29.0
3.7,25.0
2.5,21.0
2.1,24.0
3.2,27.0
2.7,32.0
2.4,27.5
3.200000000000002,36.53688815969364
3.0,23.5
2.7737129485179417,22.0
2.6,21.0
3.5,23.3
3.4422776911076394,30.2113884555382
2.5,26.0
3.7,38.0
2.2,34.0
2.8,26.0
2.8,27.0
2.3,34.0
3.1,27.0
3.3,25.0
2.1,32.0
2.4,28.0
2.2,22.0
2.9,25.0
3.1,21.0
3.6,30.0
3.0,22.0
3.6,17.0
2.5737129485179384,23.63143525741031
3.1,23.5
3.363100902379001,40.0
2.8,32.0
2.89563029805852,31.23136997538971
2.6,27.0
2.8,28.0
3.1,26.0
2.6,23.0
2.8,22.0
3.0,29.0
2.2,26.5
2.8,23.0
2.9,22.5
2.9,16.0
2.2,20.0
2.6,26.0
3.0,22.5
2.9,29.0
2.8,32.0
2.9,31.0
2.9,29.0
3.3,23.5
3.3,27.0
2.6,29.0
3.5,24.0
3.2,21.0
2.5,30.0
2.5,28.0
2.3,30.0
2.7,13.5
2.6,18.0
2.2,20.0
2.9,14.0
2.5,18.0
2.9,14.0
3.3,17.0
2.2,20.3
2.6,19.5
3.1,28.0
3.1,27.0
2.9,16.0
1.9,22.5
2.4,23.0
2.7,13.5
3.3,17.0
3.0,17.0
2.298595943836321,20.7
2.3,19.3
3.5,24.0
3.0,17.0
2.4,19.0
2.7,34.0
2.9,14.0
2.4,20.0
2.5,30.0
2.8382215288658617,15.969110764432932
2.0,21.0
3.3,25.0
2.4,20.7
2.3,15.7
2.3,15.7
2.5,17.5
3.0,11.0
2.5,17.0
2.7,29.0
2.9,21.0
2.9,14.0
2.1,21.0
2.9,32.0
2.8,33.0
2.3,29.0
2.5,18.0
2.0,21.0
3.1,16.0
2.1,28.0
2.5,33.0
2.5,17.0
2.5,17.0
2.2,22.0
2.1,18.3
2.5,30.5
2.9,31.0
2.1,18.3
2.0,21.0
2.2,20.5
2.1,24.0
2.1,18.3
2.1,15.0
2.4,19.0
2.3,15.7
3.382652447361226,27.140224227508888
2.1,21.0
2.0,21.0
2.5,18.0
2.4,24.0
2.1,22.5
3.0,18.0
3.2,31.5
3.3,17.0
2.8,18.0
2.6,18.0
2.9,16.0
2.9,18.0
2.2,21.0
3.7,18.0
2.3,23.0
2.8,25.0
2.6,32.0
3.3,19.0
2.9,14.0
2.2,20.0
2.1,15.0
2.2,20.3
2.2,25.5
2.4,31.0
2.9,14.0
2.0,24.0
3.2,15.5
2.6,19.5
2.3,23.0
2.6,18.0
3.0,11.0
3.0,11.0
3.1,28.0
2.3,15.7
2.173712948517937,25.368564742589683
2.8,24.0
3.5,30.0
2.3,26.0
2.3,23.0
2.1,15.0
2.2,20.3
1.9,20.5
2.2,36.0
2.3,15.7
2.3,15.7
2.8,28.0
2.7,20.0
2.4,29.0
2.4,27.7
2.3,34.0
2.5,27.0
2.9,27.0
3.9,21.0
2.5,26.0
3.1,23.0
2.8,32.0
2.7,29.0
2.7,33.0
3.2,22.0
2.6,31.0
2.2,31.5
2.7,30.0
3.6,21.7
2.6,29.0
3.3,31.0
3.1,28.0
2.7,26.0
2.6,26.0
2.8,26.5
3.0,26.0
3.2,32.0
2.4,32.0
2.2,32.0
2.6,26.0
2.6,25.0
3.6,24.0
3.7,25.0
3.0,42.0
3.392988788624557,38.00000000000001
2.6,32.0
3.3,25.0
2.8,27.0
3.2,33.0
2.5,25.5
2.8,27.5
2.5,32.0
2.978861154446181,27.000000000000004
2.6,29.0
2.7,27.0
3.3,24.0
1.9,37.0
2.3,34.0
2.4,29.0
2.4,25.0
2.4,29.5
3.6,21.7
3.2,32.0
2.9,25.0
2.7,30.0
2.3,33.0
2.1474258970358804,39.0
2.8,29.5
2.7,27.0
2.7,22.5
3.0,26.0
2.3,30.0
2.6,32.0
2.6,29.0
2.7,34.0
3.3,22.5
2.5,23.0
2.2,33.0
2.5,25.0
2.9,25.0
2.9,29.0
2.9,26.0
3.1,32.0
2.5,27.0
2.7,25.0
2.6,26.0
2.6,29.0
3.2,26.0
2.7,28.0
2.7,27.0
2.9,23.0
2.7,28.0
2.8,30.0
3.4,20.0
2.9,23.0
2.9,25.0
2.8,25.0
3.3,25.0
3.1,27.0
3.5,18.0
2.7,27.5
2.9,27.0
2.6,29.0
3.1,22.0
2.7,28.0
2.6,36.0
2.9,33.0
2.1,28.5
3.1147443259502356,39.900246103363436
2.6,29.0
2.4,30.0
2.3,26.0
3.1,26.0
3.0,24.5
2.2,33.0
3.4,19.0
3.2,32.0
2.6,27.0
2.7,27.0
2.554607601859449,45.00000000000001
3.0,23.0
3.1,20.0
3.0,26.0
2.5,29.0
3.0,27.0
2.6,32.0
2.7,26.0
3.4,25.5
2.8,26.0
2.4,30.0
2.8,27.0
2.2,31.0
3.3,24.0
2.7,27.0
2.0,35.0
2.6,22.0
2.6,29.0
2.8,31.0
3.1,27.0
3.3981569592562235,36.71955154498225
2.4,25.5
3.0,26.5
3.0,24.0
3.4,36.0
2.6,28.5
2.6,23.5
3.1,26.0
2.7,28.0
3.6000000000000028,43.00000000000003
2.4,31.0
2.9,23.0
2.2,33.0
2.6,27.0
3.8,30.0
2.5,26.0
3.3,33.0
2.5,42.0
2.4,31.0
3.4,24.0
3.0,32.0
3.6,23.5
3.208854252119225,39.92988788624556
3.3649439431227806,34.000000000000014
2.7,24.0
3.1,27.0
2.8,36.0
3.0,32.0
3.1,26.0
3.200000000000003,39.000000000000036
3.0,35.0
3.6,30.0
3.1,34.0
3.6,30.0
3.5,39.0
2.7,26.0
2.9,34.0
3.7,26.0
2.5,41.0
2.7,33.0
2.9,29.525741029641196
2.7,32.0
3.3,31.0
3.0509215203718907,42.00000000000002
3.1,30.0
3.3719551544982216,37.53149576155345
3.2,30.0
3.7,32.5
2.9,32.0
3.6,31.0
3.0,29.0
2.9,25.0
3.0,29.0
3.3841345365053384,37.63100902379006
3.3,34.0
3.5,35.0
2.2,39.0
2.5,34.0
2.4,37.0
3.4,32.0
2.5474258970358807,34.76287051482059
3.6,29.0
3.0,30.0
3.737260049220673,30.170872299699212
2.9,30.0
3.3,27.0
2.8,32.0
3.1,25.0
3.5999999999999988,33.07011211375442
3.6999999999999993,35.63021055509981
3.0,28.0
3.3000000000000025,37.385616625649476
